iter	RMSE
180	0.09963901347
181	0.09946313331
182	0.09927689363
183	0.09910126188
184	0.09895315032
185	0.09878019279
186	0.09851280521
187	0.0983646147
188	0.0982123682
189	0.09808368315
190	0.09791553083
191	0.09777114569
192	0.09768651245
193	0.09754814406
194	0.09741810942
195	0.0972270346
196	0.09702396385
197	0.09690189229
198	0.09672304976
199	0.09661831036
200	0.09652524749
201	0.09640066437
202	0.09628568903
203	0.0961692285
204	0.09596033523
205	0.09587049677
206	0.09568543324
207	0.09561564303
208	0.09546926617
209	0.09535095522
210	0.09519866132
211	0.09503554698
212	0.09493014645
213	0.0948158028
214	0.09465296602
215	0.09452511553
216	0.09431192449
217	0.09423030284
218	0.09412070478
219	0.09395906126
220	0.09380259621
221	0.09365667554
222	0.09346613095
223	0.0933154501
224	0.09315748388
225	0.09298648089
226	0.09293726034
227	0.09282285645
228	0.09271734234
229	0.09252716521
230	0.09230989724
231	0.09213821337
232	0.09204895933
233	0.09191535424
234	0.09179982868
235	0.09167614427
236	0.09163848699
237	0.09157322911
238	0.09141004417
239	0.09129934695
240	0.09116531701
241	0.09112931312
242	0.09095545331
243	0.09081959646
244	0.09067762291
245	0.09064686163
246	0.09048141019
247	0.09035537791
248	0.0902240411
249	0.09006677455
250	0.08990344605
251	0.08967937222
252	0.08954753031
253	0.08951082427
254	0.0893404809
255	0.08920788207
256	0.08899675249
257	0.08885784041
258	0.08874242893
259	0.08870397534
260	0.08850880226
261	0.08835467581
262	0.08812337659
263	0.08798064667
264	0.08782114875
265	0.08776786884
266	0.08773070805
267	0.0876541197
268	0.08748622564
269	0.08734687554
270	0.08721872217
271	0.08717598612
272	0.08704020923
273	0.08693660557
274	0.08676952682
275	0.08662004298
276	0.0864431066
277	0.0864171127
278	0.08634208264
279	0.08630865417
280	0.0862044529
281	0.08611260721
282	0.0860875133
283	0.08594804088
284	0.085847303
285	0.08575088308
286	0.08559547745
287	0.08547431303
288	0.08532288347
289	0.08522750238
290	0.0851621482
291	0.08503839889
292	0.08494059756
293	0.08474575291
294	0.08462800709
295	0.08451672162
296	0.08434264038
297	0.08427594795
298	0.08421339442
299	0.08411118838
300	0.08402492884
301	0.08396972216
302	0.08385215101
303	0.08365223353
304	0.08350445322
305	0.08338159932
306	0.08322923984
307	0.08310761402
308	0.08298069406
309	0.08282816329
310	0.08279548045
311	0.08265866017
312	0.08253536495
313	0.08244157621
314	0.08226210238
315	0.08218460698
316	0.08207695877
317	0.08197026053
318	0.08184687946
319	0.08170897814
320	0.0814924214
321	0.08141360419
322	0.0812950285
323	0.08120745162
324	0.08108766146
325	0.08094759161
326	0.08085329915
327	0.0807350577
328	0.08071144593
329	0.08066781414
330	0.0805307495
331	0.08042950481
332	0.08029273567
333	0.08016380727
334	0.08008058715
335	0.07995186121
336	0.07987292437
337	0.07982448276
338	0.07970105563
339	0.07953912984
340	0.07946537243
341	0.07931569144
342	0.07919337947
343	0.07907821001
344	0.07896524254
345	0.07880500599
346	0.07874963842
347	0.07865328249
348	0.07856909887
349	0.07854605086
350	0.07844300515
351	0.07830005239
352	0.07817429209
353	0.07814815107
354	0.07802674387
355	0.07790564979
356	0.07777292279
357	0.07768406264
358	0.07755072869
359	0.07744835009
360	0.07728989173
361	0.07723368051
362	0.07707402431
363	0.07703503558
364	0.07689694672
365	0.0768236516
366	0.07671155103
367	0.07662012577
368	0.0764775784
369	0.0763451462
370	0.07620173461
371	0.07616347025
372	0.07604130342
373	0.0760206631
374	0.07595817685
375	0.07591863018
376	0.07580418542
377	0.0756752042
378	0.07556157181
379	0.07552895419
380	0.07545515403
381	0.07543792954
382	0.07535592705
383	0.0752638689
384	0.07515943266
385	0.07502094879
386	0.07490831478
387	0.07481792437
388	0.0747322014
389	0.07464245751
390	0.07454022659
391	0.07442839794
392	0.07435474003
393	0.07433605997
394	0.0743158671
395	0.07421172133
396	0.07409709129
397	0.07404407254
398	0.07396148139
399	0.07387445097
400	0.0738507235
401	0.07383066008
402	0.07373544739
403	0.07367448349
404	0.07365236643
405	0.07355827082
406	0.07353626859
407	0.07340343027
408	0.07332302542
409	0.07319334101
410	0.07308686479
411	0.07300840235
412	0.07297228804
413	0.07295330216
414	0.07282737022
415	0.07278877594
416	0.07264494337
417	0.07252555951
418	0.07238812463
419	0.07223027985
420	0.07217212321
421	0.07207636908
422	0.07201682972
423	0.07197154331
424	0.07195357752
425	0.07188166822
426	0.07183710286
427	0.07174279893
428	0.07161381748
429	0.0714720556
430	0.07139442097
431	0.07135214539
432	0.07131964623
433	0.07126945394
434	0.07117488496
435	0.0711145566
436	0.07108711562
437	0.07100494462
438	0.07084281225
439	0.07072006723
440	0.07070152817
441	0.07068504936
442	0.07058039033
443	0.07047632577
444	0.07038160266
445	0.07031053128
446	0.07021038578
447	0.07019825685
448	0.07010931609
449	0.07007402977
450	0.06999328154
451	0.06996359262
452	0.0698869908
453	0.06987254314
454	0.06977138312
455	0.06968371965
456	0.06958306847
457	0.06947647607
458	0.0694655529
459	0.06944940298
460	0.06942961026
461	0.0692911773
462	0.06927745968
463	0.06918139671
464	0.06908891378
465	0.06896304044
466	0.0688480699
467	0.06883217022
468	0.06879812306
469	0.06872350054
470	0.06870983643
471	0.06863053808
472	0.06856410111
473	0.06846686109
474	0.06845145032
475	0.06835205712
476	0.06822627708
477	0.06809643941
478	0.06795281508
479	0.06785422043
480	0.06776229344
481	0.06772015623
482	0.06766565143
483	0.06758866295
484	0.06750522862
485	0.06748751289
486	0.06741366778
487	0.06732082559
488	0.06723044252
489	0.06722025465
490	0.06711672695
491	0.06702944404
492	0.06692710977
493	0.0668368056
494	0.0667523409
495	0.0667255882
496	0.06662678291
497	0.06661307404
498	0.06651204771
499	0.06650029674
500	0.06643150009
501	0.0663663028
502	0.06626132058
503	0.06617023353
504	0.06609941055
505	0.06606328156
506	0.0659572009
507	0.06588203248
508	0.06577742163
509	0.06565566779
510	0.06555275461
511	0.065441833
512	0.06542169095
513	0.06533765799
514	0.06529118428
515	0.06527421676
516	0.06524316052
517	0.06521326223
518	0.06517984274
519	0.06514465068
520	0.06505857627
521	0.06503586389
522	0.065019804
523	0.06494385553
524	0.06487967578
525	0.06486918623
526	0.06485773811
527	0.06477940676
528	0.06473528972
529	0.06465486444
530	0.06455627358
531	0.06449465835
532	0.06445819856
533	0.06444771085
534	0.06442503036
535	0.06436656817
536	0.0642929516
537	0.06428277903
538	0.06419707461
539	0.06411117297
540	0.06401736707
541	0.0640064914
542	0.06395030412
543	0.063903226
544	0.06382041631
545	0.06381371862
546	0.06372798844
547	0.06366200722
548	0.06356112316
549	0.06352535557
550	0.06345473513
551	0.06335052869
552	0.06329455
553	0.06319412642
554	0.06313941015
555	0.063132365
556	0.06306864875
557	0.06298244681
558	0.06289160655
559	0.06280411901
560	0.06269661283
561	0.06263087898
562	0.06255882027
563	0.06248979109
564	0.06241325849
565	0.06233912116
566	0.06226390807
567	0.06221365755
568	0.06219137554
569	0.06215428928
570	0.06208104622
571	0.06198219569
572	0.06192703797
573	0.06191854834
574	0.06183634362
575	0.0617303898
576	0.06165822784
577	0.06164778435
578	0.06164141789
579	0.06157003161
580	0.06156278147
581	0.06148552762
582	0.06146667945
583	0.0614096494
584	0.0613442711
585	0.06126913931
586	0.06121482633
587	0.061137152
588	0.06107440002
589	0.06101312015
590	0.06094597868
591	0.06085648844
592	0.06079477977
593	0.06079010789
594	0.06075397129
595	0.06067979462
596	0.06058014189
597	0.06051270104
598	0.06045012697
599	0.06044620154
600	0.06039119288
601	0.0603386843
602	0.06023753758
603	0.06013672466
604	0.06004963106
605	0.06004581275
606	0.06000735589
607	0.05999894743
608	0.05992269674
609	0.05984837193
610	0.05984050522
611	0.0597966202
612	0.05971116656
613	0.05957961703
614	0.05957128331
615	0.05949927259
616	0.05938290095
617	0.05934131546
618	0.05923642689
619	0.05917158349
620	0.05915250174
621	0.0591022026
622	0.05901797838
623	0.05899899286
624	0.0589634956
625	0.0588540754
626	0.05883801485
627	0.05877704615
628	0.05871379187
629	0.05864374596
630	0.05863799569
631	0.05858282171
632	0.05852375037
633	0.05843774135
634	0.05836651267
635	0.05828865473
636	0.05820840205
637	0.05817000494
638	0.05814379583
639	0.05803917867
640	0.05798737199
641	0.05792510982
642	0.0579095035
643	0.05786576229
644	0.05781769732
645	0.05771851187
646	0.05768086881
647	0.05764461448
648	0.05763966631
649	0.05756770295
650	0.05748736127
651	0.05740069345
652	0.05732529961
653	0.05727627658
654	0.05725798104
655	0.05717544858
656	0.05712317831
657	0.05710292293
658	0.05705471468
659	0.05704773317
660	0.05698691788
661	0.05698298272
662	0.05690072239
663	0.05683517779
664	0.05671373944
665	0.05665527854
666	0.05655922972
667	0.05649697634
668	0.0564265887
669	0.05633580358
670	0.0562830131
671	0.05622902191
672	0.05615788067
673	0.05608950696
674	0.05604394761
675	0.05597425028
676	0.05592117179
677	0.05584770002
678	0.05578483742
679	0.05570134569
680	0.05562455827
681	0.05555363059
682	0.05550620705
683	0.05545117856
684	0.05538127931
685	0.05532771479
686	0.05525428728
687	0.05517544132
688	0.05510723706
689	0.05502797682
690	0.05498946242
691	0.05494193408
692	0.05487060317
693	0.05478997072
694	0.05474208972
695	0.05469335689
696	0.05461405497
697	0.05461018255
698	0.05456112586
699	0.05449695346
700	0.05446339698
701	0.05439307093
702	0.05430667336
703	0.05427691001
704	0.05426131577
705	0.05418912281
706	0.05411954745
707	0.05405723963
708	0.05401033347
709	0.05391305429
710	0.05387677317
711	0.05378942655
712	0.05368701306
713	0.05367350424
714	0.0536187611
715	0.05354455808
716	0.05349733147
717	0.05347009448
718	0.05342098164
719	0.05337776516
720	0.05331676726
721	0.0532375136
722	0.05313847784
723	0.05307886617
724	0.05302789345
725	0.05296153743
726	0.0528978554
727	0.05285256851
728	0.05280373528
729	0.05274495575
730	0.05270793652
731	0.05261425137
732	0.05254274694
733	0.05250073702
734	0.05246615809
735	0.05238740787
736	0.05231853655
737	0.052246959
738	0.05224320265
739	0.05223596956
740	0.0521638219
741	0.05207758695
742	0.05205762391
743	0.05199430325
744	0.05193287669
745	0.05185195402
746	0.05179964196
747	0.05175030112
748	0.05171415388
749	0.05165081362
750	0.05164711337
751	0.05160850876
752	0.05156269964
753	0.05147555122
754	0.05143418236
755	0.05137603523
756	0.05131638228
757	0.05126037032
758	0.05119885206
759	0.05113936326
760	0.05107254051
761	0.051003005
762	0.05094948894
763	0.05089918612
764	0.05085949649
765	0.05075179204
766	0.05073144474
767	0.05066681717
768	0.05061098787
769	0.05058310408
770	0.05057859432
771	0.05049899736
772	0.05046641784
773	0.05044523932
774	0.05038796046
775	0.05034134304
776	0.05029961212
777	0.05023554637
778	0.05020334247
779	0.05018573481
780	0.0501215084
781	0.05007610023
782	0.05005675813
783	0.05001137793
784	0.04998371416
785	0.04997633952
786	0.04991514364
787	0.04984896112
788	0.04984485762
789	0.04980412485
790	0.04975337593
791	0.04970112968
792	0.04964864109
793	0.04959890415
794	0.04959512406
795	0.04952569217
796	0.04952190876
797	0.0495186125
798	0.0494990138
799	0.04946757325
800	0.04939996125
801	0.0493339078
802	0.04928372821
803	0.04922764268
804	0.04919980046
805	0.04914336282
806	0.04913264436
807	0.04909201328
808	0.04908904199
809	0.04904851068
810	0.04899223045
811	0.04891096259
812	0.0488515967
813	0.04884860592
814	0.04880115024
815	0.0487504974
816	0.04874738322
817	0.04874455948
818	0.04868748121
819	0.04866931775
820	0.04866289711
821	0.04861451718
822	0.04861194871
823	0.04858096215
824	0.04853458428
825	0.04847164556
826	0.04841111447
827	0.04838967256
828	0.04833705632
829	0.04829969998
830	0.0482370743
831	0.04816489164
832	0.04816170696
833	0.04810455029
834	0.04804593276
835	0.04798212099
836	0.04794543782
837	0.04789822206
838	0.04787199367
839	0.04783704566
840	0.04780134685
841	0.04779831776
842	0.04778395892
843	0.04774760988
844	0.04773769971
845	0.0477325387
846	0.04771787497
847	0.04765597379
848	0.04760758935
849	0.04756663999
850	0.04748855967
851	0.04743263283
852	0.04742026276
853	0.0473877096
854	0.04737509343
855	0.04731777455
856	0.04731449457
857	0.04729620784
858	0.04729330131
859	0.047252946
860	0.04722522067
861	0.04714779804
862	0.04708739438
863	0.04704102731
864	0.04698433537
865	0.04695385523
866	0.04693738653
867	0.0468967106
868	0.04683872522
869	0.04683322124
870	0.04678518516
871	0.04674732003
872	0.04674343469
873	0.04669747657
874	0.04667860126
875	0.04665498255
876	0.04661375488
877	0.04661072097
878	0.04659279683
879	0.04654951438
880	0.04649154674
881	0.0464443154
882	0.04643101527
883	0.04640902335
884	0.04639564331
885	0.04636523079
886	0.046309273
887	0.04630700196
888	0.04623796611
889	0.04616725843
890	0.0461290667
891	0.04608986522
892	0.0460701707
893	0.04602049974
894	0.04601135068
895	0.04595542197
896	0.04594049911
897	0.04592909751
898	0.04590130572
899	0.04588355499
900	0.04580874099
901	0.04580596217
902	0.04571694847
903	0.04564043931
904	0.04561230475
905	0.04557284013
906	0.04557115195
907	0.04551816261
908	0.04551582451
909	0.04545113335
910	0.0454357766
911	0.04541089117
912	0.04536901998
913	0.04533001053
914	0.04528420554
915	0.04528188929
916	0.04523196452
917	0.04518923428
918	0.0451258761
919	0.04508175314
920	0.04507196846
921	0.04501695312
922	0.04499341675
923	0.04491874619
924	0.0448982198
925	0.04484090486
926	0.04475458504
927	0.0447442149
928	0.0447371905
929	0.04473024624
930	0.04469968138
931	0.04465938628
932	0.04462967095
933	0.04459156956
934	0.04454344824
935	0.04449257069
936	0.04445325673
937	0.04443475988
938	0.04436497876
939	0.04436276739
940	0.04431454503
941	0.0443110495
942	0.04424846276
943	0.04417482556
944	0.04416491216
945	0.04412160183
946	0.04411966181
947	0.04406157325
948	0.0440186098
949	0.04400054839
950	0.04394255328
951	0.0439026721
952	0.0438578797
953	0.04379907591
954	0.04375327157
955	0.04372428636
956	0.04369935703
957	0.04369707917
958	0.04363537757
959	0.04363374236
960	0.04358912086
961	0.04355691197
962	0.04351023207
963	0.04344703751
964	0.04340253441
965	0.04333827157
966	0.04333680378
967	0.04333523385
968	0.04331424014
969	0.04326772118
970	0.04321784135
971	0.04318439497
972	0.04315350572
973	0.04310568696
974	0.04309338235
975	0.04304852212
976	0.04300757606
977	0.04298207054
978	0.04294964566
979	0.04293731286
980	0.04293236054
981	0.04289768005
982	0.04283584481
983	0.04279901209
984	0.042778292
985	0.04275809088
986	0.04274384592
987	0.04274081377
988	0.0426980862
989	0.04264926761
990	0.04264363799
991	0.04258688393
992	0.04255347994
993	0.04251819135
994	0.04247365788
995	0.04242890086
996	0.04237488725
997	0.0423737068
998	0.04234531461
999	0.0422817044
